OID,TYPE,VALUE,POSSIBLE_SOH
.1.3.6.1.4.1.12148.10.13.28.1.2.1.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.1.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.2.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.3.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.4.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.5.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.6.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.44,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.45,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.46,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.47,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.48,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.49,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.50,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.51,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.7.52,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.1,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.2,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.3,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.4,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.5,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.6,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.7,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.8,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.9,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.10,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.11,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.12,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.13,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.14,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.15,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.16,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.17,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.18,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.19,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.20,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.21,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.22,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.23,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.24,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.25,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.26,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.27,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.28,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.29,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.30,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.31,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.32,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.33,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.34,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.35,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.36,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.37,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.38,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.39,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.40,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.41,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.42,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.43,Integer,0,
.1.3.6.1.4.1.12148.10.13.28.1.2.8.44,Integer,0,
