oid,type,value
.1.3.6.1.4.1.12148.10.13.30.1.2.9.51,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.9.52,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.1,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.2,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.3,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.4,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.5,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.6,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.7,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.8,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.9,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.10,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.11,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.12,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.13,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.14,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.15,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.16,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.17,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.18,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.19,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.20,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.21,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.22,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.23,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.24,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.25,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.26,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.27,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.28,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.29,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.30,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.31,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.32,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.33,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.34,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.35,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.36,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.37,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.38,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.39,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.40,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.41,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.42,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.43,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.44,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.45,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.46,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.47,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.48,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.49,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.50,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.51,Integer,0
.1.3.6.1.4.1.12148.10.13.30.1.2.10.52,Integer,0
.1.3.6.1.4.1.12148.10.13.31.1.0,Integer,0
.1.3.6.1.4.1.12148.10.13.31.2.0,Integer,1
.1.3.6.1.4.1.12148.10.13.31.3.0,Integer,60
.1.3.6.1.4.1.12148.10.13.31.4.0,Integer,1
.1.3.6.1.4.1.12148.10.13.31.5.0,Integer,19583
.1.3.6.1.4.1.12148.10.13.31.6.0,Integer,1250
.1.3.6.1.4.1.12148.10.13.31.7.0,Integer,0
.1.3.6.1.4.1.12148.10.13.32.0,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.14.1.1.3.1,OctetString,"""Major alarm     """
.1.3.6.1.4.1.12148.10.14.1.1.3.2,OctetString,"""Minor alarm     """
.1.3.6.1.4.1.12148.10.14.1.1.3.3,OctetString,"""Mains alarm     """
.1.3.6.1.4.1.12148.10.14.1.1.3.4,OctetString,"""Fuse alarm      """
.1.3.6.1.4.1.12148.10.14.1.1.3.5,OctetString,"""Battery high    """
.1.3.6.1.4.1.12148.10.14.1.1.3.6,OctetString,"""Battery low     """
.1.3.6.1.4.1.12148.10.14.1.1.3.7,OctetString,"""Module alarm    """
.1.3.6.1.4.1.12148.10.14.1.1.3.8,OctetString,"""SPD alarm"""
.1.3.6.1.4.1.12148.10.14.1.1.3.9,OctetString,"""Alarm Group 09  """
.1.3.6.1.4.1.12148.10.14.1.1.3.10,OctetString,"""Alarm Group 10  """
.1.3.6.1.4.1.12148.10.14.1.1.3.11,OctetString,"""Alarm Group 11  """
.1.3.6.1.4.1.12148.10.14.1.1.3.12,OctetString,"""Alarm Group 12  """
.1.3.6.1.4.1.12148.10.14.1.1.3.13,OctetString,"""Alarm Group 13  """
.1.3.6.1.4.1.12148.10.14.1.1.3.14,OctetString,"""Alarm Group 14  """
.1.3.6.1.4.1.12148.10.14.1.1.3.15,OctetString,"""Alarm Group 15  """
.1.3.6.1.4.1.12148.10.14.1.1.3.16,OctetString,"""Alarm Group 16  """
.1.3.6.1.4.1.12148.10.14.1.1.3.17,OctetString,"""Alarm Group 17  """
.1.3.6.1.4.1.12148.10.14.1.1.3.18,OctetString,"""OutpBlocked     """
.1.3.6.1.4.1.12148.10.14.1.1.3.19,OctetString,"""LVBD            """
.1.3.6.1.4.1.12148.10.14.1.1.3.20,OctetString,"""LVLD1           """
.1.3.6.1.4.1.12148.10.14.1.1.3.21,OctetString,"""LVLD2           """
.1.3.6.1.4.1.12148.10.14.1.1.3.22,OctetString,"""Alarm Group 22  """
.1.3.6.1.4.1.12148.10.14.1.1.3.23,OctetString,"""Alarm Group 23  """
.1.3.6.1.4.1.12148.10.14.1.1.3.24,OctetString,"""Alarm Group 24  """
.1.3.6.1.4.1.12148.10.14.1.1.3.25,OctetString,"""Alarm Group 25  """
.1.3.6.1.4.1.12148.10.14.1.1.3.26,OctetString,"""Alarm Group 26  """
.1.3.6.1.4.1.12148.10.14.1.1.3.27,OctetString,"""Alarm Group 27  """
.1.3.6.1.4.1.12148.10.14.1.1.3.28,OctetString,"""Alarm Group 28  """
.1.3.6.1.4.1.12148.10.14.1.1.3.29,OctetString,"""Alarm Group 29  """
.1.3.6.1.4.1.12148.10.14.1.1.3.30,OctetString,"""Safetypack alarm"""
.1.3.6.1.4.1.12148.10.14.1.1.3.31,OctetString,"""Alarm Group 31  """
.1.3.6.1.4.1.12148.10.14.1.1.3.32,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.33,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.34,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.35,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.36,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.37,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.38,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.39,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.40,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.41,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.42,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.43,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.44,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.45,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.46,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.47,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.48,OctetString,""""""
.1.3.6.1.4.1.12148.10.14.1.1.3.49,OctetString,""""""
.1.3.6.1.4.1.12148.10.15.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.3.0,Integer,0
.1.3.6.1.4.1.12148.10.15.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.5.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.8.0,Integer,0
.1.3.6.1.4.1.12148.10.15.5.9.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.6.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.8.0,Integer,0
.1.3.6.1.4.1.12148.10.15.6.9.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.7.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.8.0,Integer,0
.1.3.6.1.4.1.12148.10.15.7.9.0,Integer,0
.1.3.6.1.4.1.12148.10.15.8.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.8.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.8.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.8.5.0,Gauge32,0
.1.3.6.1.4.1.12148.10.15.8.6.0,Gauge32,0
.1.3.6.1.4.1.12148.10.15.8.7.0,Gauge32,0
.1.3.6.1.4.1.12148.10.15.9.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.9.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.9.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.9.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.9.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.9.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.10.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.10.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.10.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.10.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.10.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.10.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.11.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.11.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.11.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.11.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.11.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.11.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.12.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.12.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.12.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.12.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.12.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.12.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.13.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.13.2.0,OctetString,""" """
.1.3.6.1.4.1.12148.10.15.13.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.13.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.13.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.13.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.14.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.14.2.0,Integer,0
.1.3.6.1.4.1.12148.10.15.15.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.15.2.0,Integer,0
.1.3.6.1.4.1.12148.10.15.15.3.0,Integer,0
.1.3.6.1.4.1.12148.10.15.15.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.16.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.16.2.0,Integer,0
.1.3.6.1.4.1.12148.10.15.16.3.0,Integer,0
.1.3.6.1.4.1.12148.10.15.16.5.0,Gauge32,0
.1.3.6.1.4.1.12148.10.15.16.6.0,Integer,0
.1.3.6.1.4.1.12148.10.15.16.7.0,Integer,0
.1.3.6.1.4.1.12148.10.15.17.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.18.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.18.2.0,Integer,0
.1.3.6.1.4.1.12148.10.15.18.3.0,Integer,0
.1.3.6.1.4.1.12148.10.15.18.4.0,Integer,0
.1.3.6.1.4.1.12148.10.15.18.5.0,Integer,0
.1.3.6.1.4.1.12148.10.15.19.1.0,Integer,0
.1.3.6.1.4.1.12148.10.15.19.2.0,Integer,52
.1.3.6.1.4.1.12148.10.15.19.3.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.19.3.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.19.4.0,Integer,52
.1.3.6.1.4.1.12148.10.15.19.5.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.42,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.43,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.44,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.45,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.46,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.47,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.48,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.49,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.50,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.51,Integer,0
.1.3.6.1.4.1.12148.10.15.19.5.1.2.52,Integer,0
.1.3.6.1.4.1.12148.10.15.19.6.0,Integer,52
.1.3.6.1.4.1.12148.10.15.19.7.1.2.1,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.2,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.3,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.4,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.5,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.6,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.7,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.8,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.9,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.10,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.11,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.12,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.13,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.14,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.15,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.16,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.17,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.18,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.19,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.20,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.21,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.22,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.23,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.24,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.25,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.26,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.27,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.28,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.29,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.30,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.31,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.32,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.33,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.34,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.35,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.36,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.37,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.38,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.39,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.40,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.41,Integer,0
.1.3.6.1.4.1.12148.10.15.19.7.1.2.42,Integer,0
